Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party","Bond
Number",Denominations
14396,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13177,"1,00,00,000"
14397,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13163,"1,00,00,000"
14398,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13161,"1,00,00,000"
14399,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13167,"1,00,00,000"
14400,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13173,"1,00,00,000"
14401,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13332,"10,00,000"
14402,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13328,"10,00,000"
14403,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13326,"10,00,000"
14404,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13330,"10,00,000"
14405,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13324,"10,00,000"
14406,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13329,"10,00,000"
14407,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13325,"10,00,000"
14408,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13323,"10,00,000"
14409,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13327,"10,00,000"
14410,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13331,"10,00,000"
14411,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13342,"10,00,000"
14412,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13346,"10,00,000"
14413,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13350,"10,00,000"
14414,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13348,"10,00,000"
14415,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13344,"10,00,000"
14416,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13352,"10,00,000"
14417,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13347,"10,00,000"
14418,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13343,"10,00,000"
14419,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13341,"10,00,000"
14420,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13349,"10,00,000"
14421,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13351,"10,00,000"
14422,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13345,"10,00,000"
14423,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13359,"10,00,000"
14424,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13353,"10,00,000"
14425,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13361,"10,00,000"
14426,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13357,"10,00,000"
14427,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13355,"10,00,000"
14428,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13363,"10,00,000"
14429,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13369,"10,00,000"
14430,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13367,"10,00,000"
14431,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13373,"10,00,000"
14432,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13371,"10,00,000"
14433,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13365,"10,00,000"
14434,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13339,"10,00,000"
14435,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13337,"10,00,000"
14436,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13335,"10,00,000"
14437,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13333,"10,00,000"
14438,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13336,"10,00,000"
14439,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13334,"10,00,000"
14440,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13338,"10,00,000"
14441,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13340,"10,00,000"
14442,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13396,"10,00,000"
14443,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13398,"10,00,000"
14444,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13394,"10,00,000"
14445,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,15351,"10,00,000"
14446,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13400,"10,00,000"
14447,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,14033,"10,00,000"
14448,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,14039,"10,00,000"
14449,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,14035,"10,00,000"
14450,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,14037,"10,00,000"
14451,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,14041,"10,00,000"
14452,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,1408,"10,00,000"
14453,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,1406,"10,00,000"
14454,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,15352,"10,00,000"
14455,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13397,"10,00,000"
14456,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13399,"10,00,000"
14457,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,15356,"10,00,000"
14458,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,13395,"10,00,000"
14459,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,15354,"10,00,000"
14460,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,2266,"1,00,000"
14461,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,2268,"1,00,000"
14462,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,2270,"1,00,000"
14463,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,2273,"1,00,000"
14464,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,2252,"1,00,000"
14465,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,7014,"1,00,000"
14466,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,7020,"1,00,000"
14467,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,7016,"1,00,000"
14468,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,7012,"1,00,000"
14469,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,7018,"1,00,000"
14470,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,27552,"1,00,000"
14471,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,27554,"1,00,000"
14472,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,2274,"1,00,000"
14473,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,2272,"1,00,000"
14474,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,10507,"10,000"
14475,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,10505,"10,000"
14476,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,10513,"10,000"
14477,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,10509,"10,000"
14478,17/Apr/2023,BHARATIYA JANATA PARTY,*******8244,10511,"10,000"
14479,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9585,"10,00,000"
14480,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9593,"10,00,000"
14481,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9581,"10,00,000"
14482,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9595,"10,00,000"
14483,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9597,"10,00,000"
14484,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9591,"10,00,000"
14485,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9587,"10,00,000"
14486,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9589,"10,00,000"
14487,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9579,"10,00,000"
14488,17/Apr/2023,JANATA DAL ( SECULAR ),*******3286,9583,"10,00,000"
14489,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14358,"1,00,00,000"
14490,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14362,"1,00,00,000"
14491,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14354,"1,00,00,000"
14492,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14303,"1,00,00,000"
14493,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14356,"1,00,00,000"
14494,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14351,"1,00,00,000"
14495,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14349,"1,00,00,000"
14496,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14360,"1,00,00,000"
14497,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14451,"1,00,00,000"
14498,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14464,"1,00,00,000"
14499,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14456,"1,00,00,000"
14500,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14460,"1,00,00,000"
14501,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14462,"1,00,00,000"
14502,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14466,"1,00,00,000"
14503,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14427,"1,00,00,000"
14504,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14454,"1,00,00,000"
14505,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14458,"1,00,00,000"
14506,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14449,"1,00,00,000"
14507,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14414,"1,00,00,000"
14508,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14418,"1,00,00,000"
14509,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14422,"1,00,00,000"
14510,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14416,"1,00,00,000"
14511,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14420,"1,00,00,000"
14512,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14435,"1,00,00,000"
14513,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14429,"1,00,00,000"
14514,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14441,"1,00,00,000"
14515,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14412,"1,00,00,000"
14516,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14431,"1,00,00,000"
14517,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14377,"1,00,00,000"
14518,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14437,"1,00,00,000"
14519,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14426,"1,00,00,000"
14520,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14424,"1,00,00,000"
14521,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14447,"1,00,00,000"
14522,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14433,"1,00,00,000"
14523,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14445,"1,00,00,000"
14524,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14439,"1,00,00,000"
14525,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14402,"1,00,00,000"
14526,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14443,"1,00,00,000"
14527,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14483,"1,00,00,000"
14528,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14481,"1,00,00,000"
14529,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14524,"1,00,00,000"
14530,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14569,"1,00,00,000"
14531,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14571,"1,00,00,000"
14532,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14573,"1,00,00,000"
14533,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13834,"1,00,00,000"
14534,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13838,"1,00,00,000"
14535,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10649,"1,00,00,000"
14536,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10647,"1,00,00,000"
14537,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10749,"1,00,00,000"
14538,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10740,"1,00,00,000"
14539,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,10744,"1,00,00,000"
14540,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,3699,"1,00,00,000"
14541,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6051,"1,00,00,000"
14542,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,3697,"1,00,00,000"
14543,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1099,"1,00,00,000"
14544,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6053,"1,00,00,000"
14545,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6065,"1,00,00,000"
14546,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6067,"1,00,00,000"
14547,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6069,"1,00,00,000"
14548,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6071,"1,00,00,000"
14549,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6073,"1,00,00,000"
14550,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,5932,"1,00,00,000"
14551,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,5928,"1,00,00,000"
14552,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,5926,"1,00,00,000"
14553,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6075,"1,00,00,000"
14554,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,5930,"1,00,00,000"
14555,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6052,"1,00,00,000"
14556,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6056,"1,00,00,000"
14557,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6054,"1,00,00,000"
14558,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6060,"1,00,00,000"
14559,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,6058,"1,00,00,000"
14560,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13360,"10,00,000"
14561,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13356,"10,00,000"
14562,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13354,"10,00,000"
14563,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13358,"10,00,000"
14564,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,13362,"10,00,000"
14565,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2374,"10,00,000"
14566,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2361,"10,00,000"
14567,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2367,"10,00,000"
14568,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2369,"10,00,000"
14569,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2372,"10,00,000"
14570,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2371,"10,00,000"
14571,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2373,"10,00,000"
14572,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2375,"10,00,000"
14573,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2363,"10,00,000"
14574,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,2365,"10,00,000"
14575,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14020,"10,00,000"
14576,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14014,"10,00,000"
14577,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14022,"10,00,000"
14578,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14016,"10,00,000"
14579,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14018,"10,00,000"
14580,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14008,"10,00,000"
14581,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14010,"10,00,000"
14582,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14004,"10,00,000"
14583,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14012,"10,00,000"
14584,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14006,"10,00,000"
14585,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14021,"10,00,000"
14586,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14027,"10,00,000"
14587,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14025,"10,00,000"
14588,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14029,"10,00,000"
14589,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,14023,"10,00,000"
14590,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1286,"10,00,000"
14591,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9599,"10,00,000"
14592,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1288,"10,00,000"
14593,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9577,"10,00,000"
14594,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9571,"10,00,000"
14595,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1347,"10,00,000"
14596,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9575,"10,00,000"
14597,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9569,"10,00,000"
14598,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1349,"10,00,000"
14599,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9573,"10,00,000"
14600,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1360,"10,00,000"
14601,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1376,"10,00,000"
14602,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1374,"10,00,000"
14603,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1366,"10,00,000"
14604,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1358,"10,00,000"
14605,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1378,"10,00,000"
14606,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1364,"10,00,000"
14607,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1368,"10,00,000"
14608,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1370,"10,00,000"
14609,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,9448,"10,00,000"
14610,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1380,"10,00,000"
14611,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1362,"10,00,000"
14612,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1372,"10,00,000"
14613,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1356,"10,00,000"
14614,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1354,"10,00,000"
14615,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1350,"10,00,000"
14616,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1352,"10,00,000"
14617,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1348,"10,00,000"
14618,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1287,"10,00,000"
14619,17/Apr/2023,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,1289,"10,00,000"
14620,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14319,"1,00,00,000"
14621,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14333,"1,00,00,000"
14622,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14343,"1,00,00,000"
14623,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14315,"1,00,00,000"
14624,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14337,"1,00,00,000"
14625,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14339,"1,00,00,000"
14626,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14335,"1,00,00,000"
14627,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14341,"1,00,00,000"
14628,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14331,"1,00,00,000"
14629,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14317,"1,00,00,000"
14630,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14490,"1,00,00,000"
14631,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14488,"1,00,00,000"
14632,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14492,"1,00,00,000"
14633,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14485,"1,00,00,000"
14634,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14494,"1,00,00,000"
14635,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14496,"1,00,00,000"
14636,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14498,"1,00,00,000"
14637,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14550,"1,00,00,000"
14638,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14502,"1,00,00,000"
14639,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14500,"1,00,00,000"
14640,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14558,"1,00,00,000"
14641,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14554,"1,00,00,000"
14642,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14556,"1,00,00,000"
14643,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14560,"1,00,00,000"
14644,17/Apr/2023,TELUGU DESAM PARTY,*******3067,14552,"1,00,00,000"
14645,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,11635,"1,00,00,000"
14646,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,11685,"1,00,00,000"
14647,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,11687,"1,00,00,000"
14648,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,12711,"1,00,00,000"
14649,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,12703,"1,00,00,000"
14650,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,12707,"1,00,00,000"
14651,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,12709,"1,00,00,000"
14652,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,12701,"1,00,00,000"
14653,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,12715,"1,00,00,000"
14654,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,12705,"1,00,00,000"
14655,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,12713,"1,00,00,000"
14656,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,12718,"1,00,00,000"
14657,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,14506,"10,00,000"
14658,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,14510,"10,00,000"
14659,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,14508,"10,00,000"
14660,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,14504,"10,00,000"
14661,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,14502,"10,00,000"
14662,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,14518,"10,00,000"
14663,18/Apr/2023,ALL INDIA TRINAMOOL CONGRESS,*******0688,14524,"10,00,000"
