Sr No.,Reference No (URN),"Date of
Purchase",Name of the Purchaser,"Bond
Number",Denominations
16076,00847202310110000003391,11/Oct/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,15996,"1,00,00,000"
16077,00847202310110000003391,11/Oct/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,16004,"1,00,00,000"
16078,00847202310110000003391,11/Oct/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,16032,"1,00,00,000"
16079,00847202310110000003391,11/Oct/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,16050,"1,00,00,000"
16080,00847202310110000003391,11/Oct/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,16018,"1,00,00,000"
16081,00847202310110000003391,11/Oct/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,16042,"1,00,00,000"
16082,00847202310110000003391,11/Oct/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,16034,"1,00,00,000"
16083,00847202310110000003391,11/Oct/2023,MEGHA ENGINEERING AND INFRASTRUCTURES LI MITED,15976,"1,00,00,000"
16084,00813202310110000003410,11/Oct/2023,MR. ISHANT GUPTA,6070,"1,00,000"
16085,00813202310110000003410,11/Oct/2023,MR. ISHANT GUPTA,6059,"1,00,000"
16086,00813202310110000003410,11/Oct/2023,MR. ISHANT GUPTA,6064,"1,00,000"
16087,00813202310110000003410,11/Oct/2023,MR. ISHANT GUPTA,6075,"1,00,000"
16088,00813202310110000003410,11/Oct/2023,MR. ISHANT GUPTA,6079,"1,00,000"
16089,00813202310110000003409,11/Oct/2023,MR. NISHANT K YADAV,2434,"10,00,000"
16090,00300202310110000003399,11/Oct/2023,NUVOCO VISTAS CORP. LTD,16548,"1,00,00,000"
16091,00300202310110000003399,11/Oct/2023,NUVOCO VISTAS CORP. LTD,16546,"1,00,00,000"
16092,00300202310110000003399,11/Oct/2023,NUVOCO VISTAS CORP. LTD,16550,"1,00,00,000"
16093,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15677,"10,00,000"
16094,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15673,"10,00,000"
16095,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15681,"10,00,000"
16096,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15679,"10,00,000"
16097,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15671,"10,00,000"
16098,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15663,"10,00,000"
16099,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15659,"10,00,000"
16100,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15675,"10,00,000"
16101,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15685,"10,00,000"
16102,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15667,"10,00,000"
16103,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15661,"10,00,000"
16104,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15665,"10,00,000"
16105,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15683,"10,00,000"
16106,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15687,"10,00,000"
16107,00001202310110000003404,11/Oct/2023,PRASHANT KUMAR JAISWAL,15669,"10,00,000"
16108,00167202310110000003405,11/Oct/2023,PUJA COAL PRIVATE LIMITED,1401,"1,00,00,000"
16109,00001202310110000003403,11/Oct/2023,PURULIA BOTTLING PVT LTD,16350,"1,00,00,000"
16110,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,13329,"1,00,00,000"
16111,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,27622,"1,00,000"
16112,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,27620,"1,00,000"
16113,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,27616,"1,00,000"
16114,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,27624,"1,00,000"
16115,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,27618,"1,00,000"
16116,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,27626,"1,00,000"
16117,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,27614,"1,00,000"
16118,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20043,"10,000"
16119,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20037,"10,000"
16120,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20039,"10,000"
16121,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20041,"10,000"
16122,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20045,"10,000"
16123,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20047,"10,000"
16124,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20057,"1,000"
16125,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20069,"1,000"
16126,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20059,"1,000"
16127,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20067,"1,000"
16128,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20071,"1,000"
16129,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20063,"1,000"
16130,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20061,"1,000"
16131,01355202310110000003392,11/Oct/2023,RATHOD LAKHIBEN,20065,"1,000"
16132,00001202310110000003383,11/Oct/2023,RAUNAK GUPTA,16346,"1,00,00,000"
16133,00001202310110000003398,11/Oct/2023,SANDEEP AUTO LINES,16304,"1,00,00,000"
16134,00001202310110000003398,11/Oct/2023,SANDEEP AUTO LINES,16302,"1,00,00,000"
16135,00001202310110000003400,11/Oct/2023,SENGUPTA AND SENGUPTA PVT LTD,16303,"1,00,00,000"
16136,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,15653,"10,00,000"
16137,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,15645,"10,00,000"
16138,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,15657,"10,00,000"
16139,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,15655,"10,00,000"
16140,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,15651,"10,00,000"
16141,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,15649,"10,00,000"
16142,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,15647,"10,00,000"
16143,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,29716,"1,00,000"
16144,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,29710,"1,00,000"
16145,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,29712,"1,00,000"
16146,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,29718,"1,00,000"
16147,00001202310110000003393,11/Oct/2023,SHREE CHAND SARAOGI,29714,"1,00,000"
16148,00800202310110000003385,11/Oct/2023,SI AIR SPRINGS PRIVATE LTD,15173,"1,00,00,000"
16149,00800202310110000003385,11/Oct/2023,SI AIR SPRINGS PRIVATE LTD,197,"10,00,000"
16150,00800202310110000003385,11/Oct/2023,SI AIR SPRINGS PRIVATE LTD,189,"10,00,000"
16151,00800202310110000003385,11/Oct/2023,SI AIR SPRINGS PRIVATE LTD,199,"10,00,000"
16152,00800202310110000003385,11/Oct/2023,SI AIR SPRINGS PRIVATE LTD,195,"10,00,000"
16153,00800202310110000003385,11/Oct/2023,SI AIR SPRINGS PRIVATE LTD,10517,"10,00,000"
16154,00800202310110000003376,11/Oct/2023,THE ASSOCIATED AUTO PARTS PRIVATE LIMITED,15171,"1,00,00,000"
16155,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15192,"1,00,00,000"
16156,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15184,"1,00,00,000"
16157,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15178,"1,00,00,000"
16158,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15202,"1,00,00,000"
16159,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15174,"1,00,00,000"
16160,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15180,"1,00,00,000"
16161,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15204,"1,00,00,000"
16162,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15190,"1,00,00,000"
16163,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15182,"1,00,00,000"
16164,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15194,"1,00,00,000"
16165,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15186,"1,00,00,000"
16166,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15196,"1,00,00,000"
16167,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15176,"1,00,00,000"
16168,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15188,"1,00,00,000"
16169,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15198,"1,00,00,000"
16170,00800202310110000003386,11/Oct/2023,TVS MOBILITY PRIVATE LIMITED,15200,"1,00,00,000"
16171,01308202310110000003374,11/Oct/2023,VIJAYKUMARMISHRACONSTRUCTIONPVT,613,"1,00,00,000"
16172,01308202310110000003374,11/Oct/2023,VIJAYKUMARMISHRACONSTRUCTIONPVT,602,"1,00,00,000"
16173,01308202310110000003374,11/Oct/2023,VIJAYKUMARMISHRACONSTRUCTIONPVT,609,"1,00,00,000"
16174,01308202310110000003374,11/Oct/2023,VIJAYKUMARMISHRACONSTRUCTIONPVT,611,"1,00,00,000"
16175,01308202310110000003374,11/Oct/2023,VIJAYKUMARMISHRACONSTRUCTIONPVT,607,"1,00,00,000"
16176,01308202310110000003374,11/Oct/2023,VIJAYKUMARMISHRACONSTRUCTIONPVT,605,"1,00,00,000"
16177,00001202310110000003380,11/Oct/2023,VIKAS PARASRAMPURIA,16344,"1,00,00,000"
16178,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,16311,"1,00,00,000"
16179,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,16309,"1,00,00,000"
16180,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,16315,"1,00,00,000"
16181,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,16305,"1,00,00,000"
16182,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,16313,"1,00,00,000"
16183,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,16307,"1,00,00,000"
16184,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,15654,"10,00,000"
16185,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,15652,"10,00,000"
16186,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,15658,"10,00,000"
16187,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,15660,"10,00,000"
16188,00001202310110000003401,11/Oct/2023,WESTWELL GASES PRIVATE LIMITED,15656,"10,00,000"
16189,00691202310110000003375,11/Oct/2023,YASHODA SUPER SPECIALITY HOSPITAL,14034,"1,00,00,000"
16190,00691202310110000003375,11/Oct/2023,YASHODA SUPER SPECIALITY HOSPITAL,14040,"1,00,00,000"
16191,00691202310110000003375,11/Oct/2023,YASHODA SUPER SPECIALITY HOSPITAL,14038,"1,00,00,000"
16192,00691202310110000003375,11/Oct/2023,YASHODA SUPER SPECIALITY HOSPITAL,14036,"1,00,00,000"
16193,00691202310110000003375,11/Oct/2023,YASHODA SUPER SPECIALITY HOSPITAL,14032,"1,00,00,000"
16194,00691202310110000003375,11/Oct/2023,YASHODA SUPER SPECIALITY HOSPITAL,14030,"1,00,00,000"
16195,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29711,"1,00,000"
16196,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29713,"1,00,000"
16197,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29705,"1,00,000"
16198,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29719,"1,00,000"
16199,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29721,"1,00,000"
16200,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29709,"1,00,000"
16201,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29715,"1,00,000"
16202,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29703,"1,00,000"
16203,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29717,"1,00,000"
16204,00001202310110000003370,11/Oct/2023,YOGESH MANPURIA,29707,"1,00,000"
16205,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,14917,"10,00,000"
16206,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,14909,"10,00,000"
16207,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,14915,"10,00,000"
16208,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,14919,"10,00,000"
16209,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,14921,"10,00,000"
16210,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,14913,"10,00,000"
16211,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,14911,"10,00,000"
16212,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,28852,"1,00,000"
16213,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,28844,"1,00,000"
16214,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,28848,"1,00,000"
16215,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,28846,"1,00,000"
16216,00691202310120000003436,12/Oct/2023,ADITYA KUMAR GARG,28850,"1,00,000"
16217,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,16593,"1,00,00,000"
16218,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,16599,"1,00,00,000"
16219,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,16591,"1,00,00,000"
16220,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,16597,"1,00,00,000"
16221,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,16587,"1,00,00,000"
16222,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,16589,"1,00,00,000"
16223,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,16585,"1,00,00,000"
16224,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,16595,"1,00,00,000"
16225,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,15383,"10,00,000"
16226,00300202310120000003443,12/Oct/2023,ANITA HEMANT SHAH,15381,"10,00,000"
16227,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16021,"1,00,00,000"
16228,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16039,"1,00,00,000"
16229,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16019,"1,00,00,000"
16230,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16035,"1,00,00,000"
16231,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16027,"1,00,00,000"
16232,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16031,"1,00,00,000"
16233,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16037,"1,00,00,000"
16234,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16033,"1,00,00,000"
16235,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16041,"1,00,00,000"
16236,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16029,"1,00,00,000"
16237,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16023,"1,00,00,000"
16238,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16025,"1,00,00,000"
16239,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16047,"1,00,00,000"
16240,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16043,"1,00,00,000"
16241,00847202310120000003414,12/Oct/2023,APARNA FARMS AND ESTATES LLP,16045,"1,00,00,000"
16242,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,836,"1,00,00,000"
16243,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,843,"1,00,00,000"
16244,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,808,"1,00,00,000"
16245,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,3729,"1,00,00,000"
16246,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,820,"1,00,00,000"
16247,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,3726,"1,00,00,000"
16248,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,840,"1,00,00,000"
16249,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,848,"1,00,00,000"
16250,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,3735,"1,00,00,000"
16251,00125202310120000003455,12/Oct/2023,APCO INFRATECH PRIVATE LTD,845,"1,00,00,000"
16252,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16404,"1,00,00,000"
16253,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16317,"1,00,00,000"
16254,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16402,"1,00,00,000"
16255,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16406,"1,00,00,000"
16256,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16449,"1,00,00,000"
16257,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16325,"1,00,00,000"
16258,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16408,"1,00,00,000"
16259,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16319,"1,00,00,000"
16260,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16321,"1,00,00,000"
16261,00001202310120000003442,12/Oct/2023,AVEES TRADING FINANCE PVT LTD,16323,"1,00,00,000"
16262,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16598,"1,00,00,000"
16263,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16616,"1,00,00,000"
16264,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16600,"1,00,00,000"
16265,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16596,"1,00,00,000"
16266,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16618,"1,00,00,000"
16267,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16624,"1,00,00,000"
16268,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16584,"1,00,00,000"
16269,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16560,"1,00,00,000"
16270,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16562,"1,00,00,000"
16271,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16576,"1,00,00,000"
16272,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16566,"1,00,00,000"
16273,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16606,"1,00,00,000"
16274,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16604,"1,00,00,000"
16275,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16564,"1,00,00,000"
16276,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16594,"1,00,00,000"
16277,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16610,"1,00,00,000"
16278,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16554,"1,00,00,000"
16279,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16556,"1,00,00,000"
16280,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16602,"1,00,00,000"
16281,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16552,"1,00,00,000"
16282,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16612,"1,00,00,000"
16283,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16582,"1,00,00,000"
16284,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16574,"1,00,00,000"
16285,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16608,"1,00,00,000"
16286,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16620,"1,00,00,000"
16287,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16614,"1,00,00,000"
16288,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16568,"1,00,00,000"
16289,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16586,"1,00,00,000"
16290,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16590,"1,00,00,000"
16291,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16558,"1,00,00,000"
16292,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16592,"1,00,00,000"
16293,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16622,"1,00,00,000"
16294,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16588,"1,00,00,000"
16295,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16570,"1,00,00,000"
16296,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16578,"1,00,00,000"
16297,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16572,"1,00,00,000"
16298,00300202310120000003439,12/Oct/2023,B G SHIRKE CONSTRUCTION TECHNOLOGY PVT L TD,16580,"1,00,00,000"
16299,00691202310120000003448,12/Oct/2023,BLUESTONE COMMODITIES LLP,14091,"1,00,00,000"
16300,00691202310120000003448,12/Oct/2023,BLUESTONE COMMODITIES LLP,14093,"1,00,00,000"
16301,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16069,"1,00,00,000"
16302,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16087,"1,00,00,000"
16303,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16075,"1,00,00,000"
16304,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16081,"1,00,00,000"
16305,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16067,"1,00,00,000"
16306,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16065,"1,00,00,000"
16307,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16073,"1,00,00,000"
16308,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16059,"1,00,00,000"
16309,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16083,"1,00,00,000"
16310,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16079,"1,00,00,000"
16311,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16071,"1,00,00,000"
16312,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16077,"1,00,00,000"
16313,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16063,"1,00,00,000"
16314,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16085,"1,00,00,000"
16315,00847202310120000003427,12/Oct/2023,CHENNAI GREEN WOODS PRIVATE LIMITED,16061,"1,00,00,000"
16316,00847202310120000003434,12/Oct/2023,DASAMI LAB PRIVATE LIMITED (FORMERLY HEL IUS LAB PVT LTD),16072,"1,00,00,000"
16317,00847202310120000003434,12/Oct/2023,DASAMI LAB PRIVATE LIMITED (FORMERLY HEL IUS LAB PVT LTD),16068,"1,00,00,000"
16318,00847202310120000003434,12/Oct/2023,DASAMI LAB PRIVATE LIMITED (FORMERLY HEL IUS LAB PVT LTD),16070,"1,00,00,000"
16319,00847202310120000003434,12/Oct/2023,DASAMI LAB PRIVATE LIMITED (FORMERLY HEL IUS LAB PVT LTD),16074,"1,00,00,000"
16320,00847202310120000003434,12/Oct/2023,DASAMI LAB PRIVATE LIMITED (FORMERLY HEL IUS LAB PVT LTD),16076,"1,00,00,000"
16321,00300202310120000003421,12/Oct/2023,GANDHAR COALS AND MINES PVT LTD,16557,"1,00,00,000"
16322,00300202310120000003421,12/Oct/2023,GANDHAR COALS AND MINES PVT LTD,16559,"1,00,00,000"
16323,00300202310120000003421,12/Oct/2023,GANDHAR COALS AND MINES PVT LTD,16561,"1,00,00,000"
16324,00847202310120000003426,12/Oct/2023,HETERO BIOPHARMA LIMITED,16049,"1,00,00,000"
16325,00847202310120000003426,12/Oct/2023,HETERO BIOPHARMA LIMITED,16051,"1,00,00,000"
16326,00847202310120000003426,12/Oct/2023,HETERO BIOPHARMA LIMITED,16055,"1,00,00,000"
16327,00847202310120000003426,12/Oct/2023,HETERO BIOPHARMA LIMITED,16053,"1,00,00,000"
16328,00847202310120000003426,12/Oct/2023,HETERO BIOPHARMA LIMITED,16057,"1,00,00,000"
16329,00847202310120000003424,12/Oct/2023,HETERO LABS LIMITED,16086,"1,00,00,000"
16330,00847202310120000003424,12/Oct/2023,HETERO LABS LIMITED,16078,"1,00,00,000"
16331,00847202310120000003424,12/Oct/2023,HETERO LABS LIMITED,16082,"1,00,00,000"
